Order Number,ItemID,Quantity
916091,464,1
916091,687,1
916091,584,1
916091,430,1
916090,682,2
916090,448,1
916089,470,1
916089,500,1
916089,661,1
916089,543,1
916089,600,1
916089,660,1
916089,568,1
916089,678,1
916089,677,1
916089,756,1
916089,450,1
916089,468,2
916089,440,1
916089,442,1
916089,448,1
916089,428,10
916089,429,2
916089,424,2
916089,426,6
916089,427,4
916089,425,2
916088,547,1
916088,613,1
916088,450,2
916088,434,2
916088,543,1
916088,428,4
916088,507,1
916087,570,1
916087,449,1
916087,428,2
916087,429,1
916087,480,1
916086,470,1
916086,424,1
916086,466,1
916086,511,1
916086,682,1
916086,661,1
916086,711,1
916086,500,1
916085,570,1
916085,507,1
916085,510,1
916085,589,1
916085,442,1
916085,449,1
916085,468,1
916084,523,1
916084,440,1
916084,468,1
916084,434,1
916083,567,2
916083,729,1
916083,572,1
916083,540,1
916083,507,2
916083,523,1
916083,434,4
916083,449,4
916083,463,1
916083,481,1
916083,660,1
916083,667,1
916083,707,1
916083,509,1
916083,547,1
916082,561,1
916082,718,1
916081,706,1
916081,540,1
916081,500,1
916081,434,1
916081,449,1
916081,428,1
916081,427,1
916081,424,1
916081,520,1
916080,544,1
916080,468,1
916080,461,1
916080,600,2
916080,434,1
916080,440,1
916079,428,4
916079,636,2
916079,512,1
916079,770,1
916079,449,2
916078,488,1
916078,423,1
916078,426,1
916078,450,1
916078,755,1
916078,512,2
916077,711,1
916077,478,1
916077,466,1
916076,450,1
916076,434,2
916076,521,1
916076,500,1
916076,457,1
916076,424,1
916076,451,1
916075,543,1
916075,434,1
916075,437,1
916075,450,1
916074,507,1
916074,570,1
916074,468,1
916074,428,2
916073,509,1
916073,584,1
916073,530,2
916073,527,1
916072,547,2
916072,476,1
916072,434,1
916072,507,1
916071,682,1
916071,661,1
916071,507,1
916071,448,1
916069,587,1
916069,600,1
916069,434,1
916069,449,1
916068,449,2
916068,572,2
916068,613,1
916068,470,2
916067,570,1
916067,449,1
916067,434,1
916067,441,1
916066,493,1
916066,708,1
916066,481,1
916066,722,1
916066,449,2
916066,561,1
916066,428,1
916065,572,1
916065,434,5
916065,640,1
916065,567,1
916065,613,2
916065,440,1
916065,507,1
916065,525,1
916065,461,1
916065,449,2
916065,470,3
916064,428,4
916064,425,1
916064,670,1
916064,522,1
916064,450,2
916063,484,1
916063,524,1
916063,440,1
916063,437,1
916062,600,1
916062,448,1
916062,464,1
916062,468,1
916062,691,1
916061,429,2
916061,427,1
916061,450,1
916061,590,1
916061,430,1
916060,645,1
916060,528,1
916060,475,1
916059,493,1
916059,428,3
916059,611,1
916059,449,1
916059,442,1
916059,461,1
916058,463,1
916058,507,1
916058,544,1
916057,682,1
916057,607,1
916057,440,1
916056,701,1
916056,480,1
916056,450,1
916056,461,1
916055,665,1
916055,440,3
916055,683,1
916054,481,1
916054,729,1
916054,435,1
916053,517,1
916053,428,1
916053,667,1
916053,506,1
916053,458,1
916052,470,2
916052,530,1
916052,528,1
916052,504,1
916051,543,1
916051,464,1
916051,429,1
916051,461,1
916050,425,1
916050,423,1
916048,424,2
916047,427,1
916043,426,1
916043,427,1
916041,427,1
916038,424,1
916033,425,1
916030,424,1
916030,425,1
916030,426,1
916027,426,1
916026,424,1
916026,425,1
916020,424,1
916020,425,1
916019,424,1
916017,424,1
916011,424,1
916011,425,1
916009,424,2
916009,423,1
916008,424,1
916007,425,1
916007,427,1
916006,425,1
916006,424,1
916005,425,2
916002,424,1
916002,425,1
915998,424,1
915996,424,1
915995,425,1
915995,424,1
915990,426,2
915990,427,2
915990,425,2
915990,424,1
915990,423,1
915985,425,1
915980,424,1
915979,424,1
915979,427,1
915978,427,1
915978,424,1
915978,425,1
915977,427,1
915977,424,1
915977,425,1
915973,425,1
915973,427,1
915967,424,1
915966,424,1
915966,423,1
915965,424,1
915964,425,2
915964,426,1
915964,427,1
915964,423,1
915955,426,1
915955,427,1
915954,424,2
915951,425,1
915951,424,1
915947,423,1
915945,424,1
915945,425,1
915945,426,1
915935,425,1
915934,424,2
915931,427,1
915931,425,1
915925,426,1
915925,425,1
915925,427,1
915915,424,2
915915,425,1
915914,424,1
915906,426,1
915904,423,1
915900,427,1
915896,424,1
915895,424,1
915895,425,1
915892,425,1
915892,426,1
915891,425,1
915891,426,1
915890,424,1
915888,424,2
915887,424,1
915887,425,1
915887,427,1
915885,425,1
915884,425,1
915879,424,1
915873,425,1
915872,424,1
915872,426,4
915872,427,2
915870,424,1
915869,424,1
915869,423,1
915869,425,1
915867,427,1
915867,425,1
915867,423,1
915861,423,1
915860,424,1
915859,424,1
915856,424,2
915854,424,2
915854,426,2
915852,424,1
915825,426,2
915820,424,2
915814,423,1
915810,425,1
915809,425,1
915807,425,1
915805,424,2
915804,424,1
915804,425,1
915804,426,1
915797,425,1
915796,425,2
915788,424,1
915787,424,1
915787,427,1
915785,424,1
915784,426,1
915784,425,1
915776,424,1
915774,424,1
915774,425,1
915771,424,1
915771,425,1
915771,426,1
915771,427,1
915768,424,1
915767,425,2
915767,426,2
915761,424,1
915760,424,1
915754,425,2
915748,424,1
915735,424,2
915735,425,2
915735,426,2
915731,427,1
915731,424,1
915729,424,2
915723,424,2
915723,426,1
915721,425,1
915721,423,1
915720,426,1
915720,425,1
915717,424,1
915715,426,1
915712,424,2
915712,425,1
915711,427,1
915695,424,1
915695,426,1
915688,425,2
915679,424,1
915674,427,1
915672,424,1
915670,424,1
915670,423,1
915669,425,1
915669,426,1
915665,427,1
915663,425,1
915658,424,1
915658,425,1
915658,426,1
915656,426,1
915655,424,1
915654,424,1
915650,426,1
915649,424,1
915645,424,1
915645,426,1
915643,424,4
915643,426,2
915641,426,2
915637,424,1
915635,427,1
915635,425,1
915633,424,2
915632,426,2
915632,424,1
915631,424,2
915631,426,1
915630,424,1
915630,425,1
915630,426,1
915630,427,1
915630,423,1
915626,424,1
915626,425,1
915620,424,4
915620,425,1
915620,423,2
915616,425,1
915616,427,1
915615,426,1
915614,424,1
915614,425,1
915612,425,1
915602,424,1
915602,425,1
915601,424,2
915595,426,1
915593,424,2
915588,424,1
915587,424,1
915587,425,1
915585,425,1
915584,425,2
915583,426,1
915578,427,1
915578,424,1
915567,427,1
915560,426,1
915560,425,1
915558,424,1
915558,425,2
915558,426,2
915558,427,1
915558,423,1
915554,426,1
915546,424,1
915545,426,2
915538,427,1
915537,424,2
915536,424,2
915536,427,2
915534,426,1
915532,424,1
915530,424,2
915525,425,1
915523,423,1
915518,426,2
915517,423,1
915515,424,2
915513,424,2
915512,426,2
915494,424,1
915487,425,2
915487,424,1
915481,427,1
915479,424,1
915478,424,1
915477,427,1
915467,425,1
915466,425,1
915465,424,2
915465,426,2
915461,424,1
915461,425,1
915461,427,1
915458,424,1
915456,424,1
915456,425,1
915447,425,2
915445,426,1
915445,425,1
915443,425,1
915443,426,1
915442,424,1
915440,424,1
915440,425,1
915437,424,2
915436,427,1
915436,425,1
915433,424,1
915427,424,1
915419,426,1
915419,427,1
915417,424,1
915414,424,1
915406,424,1
915391,425,1
915391,424,1
915390,425,1
915388,424,1
915388,425,1
915387,423,1
915382,424,1
915378,424,1
915378,425,2
915373,426,2
915355,427,1
915351,427,2
915349,425,2
915347,425,1
915347,426,2
915346,423,1
915343,425,2
915343,426,1
915343,427,2
915339,426,1
915336,424,1
915335,424,1
915332,425,2
915332,426,1
915332,424,1
915330,424,1
915330,427,1
915329,424,1
915329,425,1
915326,424,1
915318,424,4
915318,425,5
915312,424,1
915309,424,1
915306,426,2
915306,425,1
915306,424,2
915305,425,1
915303,424,1
915303,426,1
915301,426,1
915298,424,2
915286,424,1
915286,425,2
915268,424,1
915262,425,1
915262,426,1
915256,424,1
915256,425,1
915253,425,1
915253,424,1
915251,426,1
915249,425,1
915244,427,1
915240,426,1
915224,425,1
915220,425,1
915217,426,2
915216,424,1
915216,426,3
915213,426,1
915213,425,2
915211,424,2
915211,426,2
915210,425,2
915210,426,1
915204,424,1
915199,424,1
915199,425,1
915199,426,1
915199,427,1
915197,424,1
915197,425,1
915191,425,1
915191,423,1
915186,426,1
915186,427,1
915186,425,1
915174,424,2
915174,425,1
915173,424,1
915171,423,1
915171,425,1
915166,424,1
915161,427,1
915158,424,1
915158,425,1
915157,424,1
915156,424,1
915155,424,1
915155,427,1
915149,425,1
915149,427,1
915146,425,1
915141,423,1
915140,425,1
915127,424,1
915127,425,2
915126,424,2
915120,425,1
915119,424,1
915113,424,2
915113,426,2
915105,423,1
915104,425,2
915104,426,1
915103,424,1
915099,424,1
915099,425,1
915099,426,2
915099,427,1
915091,426,1
915091,427,1
915089,425,1
915089,426,1
915086,424,2
915084,425,1
915070,425,1
915066,424,1
915066,426,1
915056,425,2
915056,427,1
915054,425,2
915051,424,2
915045,424,1
915044,424,1
915043,425,2
915043,423,1
915041,425,1
915038,424,1
915029,424,1
915029,426,1
915028,424,1
915028,425,1
915028,427,1
915028,426,1
915027,425,1
915026,424,1
915026,425,1
915016,425,2
915016,426,2
915016,427,1
915016,423,1
915014,424,1
914992,424,2
914992,426,1
914991,425,3
914987,424,1
914984,426,1
914984,427,1
914982,424,1
914982,427,1
914982,426,1
914981,424,1
914981,425,1
914976,424,1
914971,426,1
914971,427,1
914969,424,1
914967,424,2
914961,423,1
914957,425,1
914957,424,1
914957,423,1
914956,424,1
914947,425,2
914946,424,1
914945,425,1
914942,424,1
914941,424,1
914935,424,2
914934,424,1
914934,426,1
914933,426,1
914924,425,1
914924,426,1
914924,424,1
914918,424,1
914905,424,1
914905,425,1
914905,426,1
914904,424,2
914896,424,4
914894,424,1
914888,424,1
914887,424,1
914887,426,2
914886,424,1
914883,424,2
914880,425,1
914880,424,3
914875,426,1
914872,425,1
914866,424,2
914866,425,1
914864,424,2
914859,424,1
914859,426,1
914853,424,1
914848,424,1
914845,424,1
914825,424,1
914824,424,1
914824,426,1
914821,426,1
914820,423,1
914815,425,1
914815,426,1
914812,426,1
914796,424,2
914786,423,1
914786,426,1
914784,425,1
914784,424,1
914776,423,1
914776,424,1
914776,425,1
914771,427,1
914770,426,1
914770,425,1
914770,424,1
914768,424,1
914764,424,1
914764,425,1
914757,424,1
914754,424,1
914738,425,1
914730,426,2
914730,425,2
914730,424,1
914730,427,1
914719,425,1
914714,425,2
914713,425,1
914702,423,1
914701,424,1
914696,426,1
914692,424,1
914686,424,1
914685,427,1
914685,424,1
914685,425,1
914681,424,2
914681,425,1
914681,426,2
914681,423,2
914675,425,1
914669,424,3
914669,425,1
914669,426,1
914668,426,1
914668,427,1
914663,424,2
914663,425,2
914658,424,1
914658,426,1
914647,425,1
914644,424,1
914644,426,1
914642,425,1
914642,424,1
914639,424,2
914639,425,1
914639,426,1
914639,427,1
914639,423,1
914636,426,2
914634,424,1
914632,427,1
914632,423,1
914632,426,1
914632,424,1
914631,424,1
914630,424,2
914630,426,2
914610,423,1
914608,424,1
914598,425,1
914584,424,1
914583,426,1
914583,427,1
914581,424,1
914580,424,1
914580,425,1
914577,424,1
914574,424,2
914574,426,1
914570,425,1
914569,425,1
914568,424,1
914568,425,1
914568,426,1
914566,424,1
914562,426,1
914559,427,1
914559,426,1
914559,425,1
914558,424,2
914558,426,2
914556,424,1
914556,425,1
914556,427,1
914550,424,2
914548,425,1
914546,424,1
914546,425,1
914546,427,1
914543,426,1
914537,427,1
914535,427,1
914531,425,1
914523,424,1
914523,425,1
914518,423,2
914518,424,2
914507,424,1
914507,426,1
914502,424,1
914502,425,1
914501,425,1
914500,425,1
914497,423,1
914494,424,1
914494,425,1
914492,424,1
914492,425,2
914492,426,2
914492,427,2
914492,423,1
914490,424,1
914487,425,1
914487,424,1
914478,426,1
914472,424,1
914472,425,1
914472,426,1
914472,427,1
914471,424,1
914471,425,1
914469,425,2
914467,424,1
914467,425,1
914464,425,1
914464,424,1
914454,424,1
914453,424,1
914453,425,1
914443,424,2
914443,425,1
914443,427,1
914438,424,1
914431,424,4
914431,425,4
914428,424,1
914426,424,1
914418,424,1
914417,427,1
914417,426,1
914409,424,1
914409,427,1
914409,425,1
914405,424,1
914402,425,1
914401,424,1
914398,424,1
914397,424,1
914397,425,1
914397,426,1
914397,427,1
914397,423,1
914396,424,1
914394,423,1
914392,424,2
914391,424,1
914387,424,2
914387,426,1
914382,425,2
914379,424,1
914379,426,1
914376,425,3
914372,424,2
914372,423,1
914372,427,1
914372,425,1
914372,426,1
914365,424,1
914365,425,1
914364,424,1
914364,425,1
914362,424,1
914355,426,1
914346,425,1
914346,424,1
914345,424,1
914345,426,1
914344,424,1
914344,425,1
914344,427,1
914344,423,1
914339,424,2
914339,426,1
914339,425,1
914336,423,1
914335,425,1
914332,425,1
914332,426,1
914332,423,1
914332,424,1
914331,424,1
914329,424,1
914329,425,1
914327,423,1
914320,425,1
914320,424,1
914315,425,1
914315,424,1
914310,424,2
914310,425,1
914310,426,2
914309,424,1
914309,425,1
914309,426,1
914309,427,1
914309,423,1
914308,426,1
914301,425,1
914297,424,1
914296,425,1
914296,424,1
914291,425,1
914291,424,1
914291,426,1
914287,425,1
914281,424,1
914281,425,1
914279,425,1
914279,424,1
914277,424,1
914276,425,1
914275,424,1
914269,424,1
914258,426,1
914250,426,1
914250,427,1
914247,424,2
914244,425,2
914239,424,1
914228,424,1
914227,424,1
914227,426,1
914214,425,1
914209,427,1
914197,425,2
914195,423,2
914193,424,1
914192,425,1
914181,425,2
914175,427,1
914175,423,1
914174,425,1
914173,424,1
914173,425,1
914170,424,3
914170,426,1
914166,426,1
914166,424,1
914165,424,2
914155,424,1
914155,425,1
914155,426,1
914155,427,1
914155,423,1
914151,424,1
914142,426,1
914142,425,1
914141,424,1
914140,426,1
914140,427,1
914139,425,1
914129,425,1
914123,425,1
914121,426,1
914116,423,1
914114,424,1
914101,424,2
914101,425,2
914101,423,1
914097,424,2
914097,426,2
914097,423,1
914097,427,1
914095,424,1
914095,425,1
914091,424,1
914091,425,1
914089,424,1
914089,425,1
914088,425,1
914088,427,1
914085,424,1
914085,425,1
914085,426,2
914085,427,1
914085,423,1
914083,427,1
914067,426,1
914065,425,1
914062,425,1
914061,426,1
914061,425,1
914061,424,1
914057,424,1
914056,424,2
914056,426,1
914056,425,1
914053,424,1
914049,424,1
914048,424,1
914043,426,1
914043,425,1
914043,427,1
914043,423,1
914040,425,1
914040,426,1
914040,427,1
914040,423,1
914030,424,2
914030,425,1
914029,424,1
914029,425,1
914029,427,1
914025,425,1
914024,424,2
914024,426,1
914019,425,1
914018,424,1
913999,424,1
913999,425,1
913999,426,2
913999,427,1
913990,425,1
913989,424,1
913986,424,1
913986,425,1
913982,424,2
913981,423,1
913981,424,1
913973,424,1
913971,424,1
913959,424,1
913956,424,1
913955,425,1
913949,424,1
913949,423,1
913949,425,1
913945,426,1
913945,424,1
913940,425,1
913938,425,3
913938,427,1
913936,425,2
913935,424,1
913922,424,2
913922,427,1
913921,424,3
913921,425,3
913913,425,1
913913,424,1
913913,426,1
913913,427,1
913910,424,1
913910,426,1
913910,427,1
913910,423,1
913906,424,1
913906,425,1
913896,426,1
913895,424,1
913891,425,1
913891,427,1
913890,423,2
913890,425,1
913890,426,1
913887,426,2
913879,425,1
913872,425,1
913869,424,1
913869,425,1
913866,424,1
913858,425,2
913856,424,1
913856,425,1
913856,423,1
913852,424,2
913852,426,2
913850,426,2
913840,426,2
913836,424,1
913836,425,1
913836,427,1
913836,426,1
913835,427,1
913835,425,1
913834,425,1
913830,424,1
913827,424,1
913817,424,2
913817,426,2
913808,424,1
913801,424,2
913798,427,2
913796,426,1
913795,425,1
913787,424,2
913787,425,1
913787,426,2
913777,424,2
913777,426,1
913772,424,1
913769,425,1
913758,424,2
913758,426,1
913758,425,1
913755,424,1
913755,425,1
913754,424,1
913754,425,1
913754,426,1
913754,427,1
913752,426,1
913750,425,2
913744,424,1
913740,424,1
913740,425,1
913740,426,1
913740,427,1
913740,423,1
913733,424,1
913733,426,1
913733,425,1
913732,427,1
913727,424,1
913727,425,1
913725,424,1
913725,425,2
913725,426,2
913725,427,2
913725,423,1
913723,424,3
913721,424,1
913721,425,1
913721,426,1
913721,427,1
913721,423,1
913718,424,1
913714,427,1
913702,423,1
913698,425,1
913687,424,1
913687,425,1
913686,424,1
913684,423,1
913684,426,1
913684,424,1
913681,424,1
913679,427,1
913674,426,1
913667,424,1
913664,424,2
913664,425,2
913664,426,2
913664,427,2
913661,424,1
913657,424,1
913657,425,1
913654,424,1
913654,425,1
913650,424,1
913650,425,1
913629,424,1
913629,425,1
913629,426,1
913629,427,1
913626,424,1
913626,426,1
913625,423,1
913625,424,1
913625,427,1
913624,425,2
913620,424,2
913615,426,1
913615,424,1
913607,424,1
913607,425,1
913606,425,1
913606,423,1
913606,427,1
913606,426,1
913598,424,1
913597,425,1
913589,424,2
913589,425,1
913583,424,1
913583,425,1
913583,427,1
913579,425,1
913578,424,1
913573,425,2
913568,424,1
913568,425,1
913568,426,1
913567,427,1
913562,424,1
913562,426,1
913560,427,1
913559,426,1
913556,427,1
913553,424,1
913552,424,1
913548,424,1
913548,425,1
913544,427,1
913544,424,1
913543,424,1
913542,425,1
913541,424,1
913530,426,1
913520,424,1
913520,425,1
913520,426,1
913513,424,1
913511,424,1
913511,425,1
913504,424,2
913504,426,2
913500,424,1
913500,425,1
913495,424,1
913494,424,1
913485,426,1
913485,424,1
913477,424,1
913473,426,2
913471,424,1
913471,425,1
913470,426,1
913470,427,1
913466,425,1
913466,426,1
913460,425,1
913458,427,1
913456,424,1
913456,426,2
913454,424,1
913448,425,2
913448,426,2
913448,427,1
913448,423,1
913442,425,1
913442,424,1
913439,425,2
913439,424,1
913438,424,1
913438,425,1
913438,427,1
913438,423,1
913428,424,1
913428,425,1
913427,424,1
913427,425,1
913425,424,1
913425,425,1
913425,426,1
913423,424,1
913420,424,1
913418,426,1
913417,425,2
913417,426,1
913417,427,2
913416,424,1
913416,425,1
913413,424,1
913413,427,1
913407,425,1
913407,427,1
913404,425,2
913397,425,1
913397,424,1
913396,425,1
913396,424,1
913396,426,1
913393,424,1
913393,426,1
913386,424,1
913373,424,1
913360,425,1
913360,424,1
913351,425,1
913346,424,1
913346,426,1
913346,427,1
913342,425,1
913342,424,1
913340,425,1
913335,427,1
913328,424,1
913328,426,1
913324,424,2
913321,424,2
913321,426,1
913313,423,1
913307,426,1
913307,427,2
913307,423,1
913307,425,1
913297,424,2
913297,425,1
913297,426,1
913294,423,1
913291,424,3
913291,426,2
913291,425,2
913291,427,1
913290,424,1
913274,426,1
913274,427,1
913270,424,1
913266,424,1
913266,425,1
913244,424,1
913244,426,1
913243,424,1
913237,425,1
913236,425,2
913236,426,2
913233,425,2
913232,424,1
913231,424,2
913230,424,1
913228,425,1
913228,424,1
913223,424,2
913223,425,2
913220,423,1
913220,426,1
913220,424,1
913220,427,1
913216,424,1
913216,426,1
913209,424,1
913206,425,1
913193,427,2
913189,424,2
913189,425,1
913184,425,1
913184,426,2
913184,427,1
913184,423,1
913179,424,2
913171,424,2
913171,425,2
913171,427,1
913168,425,1
913166,424,1
913163,424,1
913149,424,1
913148,424,2
913147,426,1
913147,425,1
913144,424,1
913143,424,1
913140,425,1
913140,424,1
913140,423,1
913139,425,1
913139,427,1
913133,424,1
913126,427,1
913113,424,1
913113,425,1
913113,426,1
913107,425,2
913105,423,1
913105,427,1
913105,426,1
913105,424,1
913096,425,1
913096,424,1
913096,427,1
913093,423,1
913093,425,2
913093,424,2
913092,425,1
913084,424,1
913083,427,1
913081,424,1
913081,425,2
913081,426,1
913080,424,1
913080,427,1
913080,426,1
913079,425,1
913072,425,1
913071,424,1
913069,423,1
913069,424,1
913069,427,1
913068,425,1
913068,424,1
913068,427,1
913064,424,1
913054,427,2
913047,425,1
913046,424,1
913046,425,1
913043,426,1
913040,425,2
913038,427,1
913023,424,1
913023,427,1
913020,425,1
913020,424,1
913018,427,1
913018,424,1
913018,426,2
913016,424,1
913016,425,1
913016,426,1
913016,423,1
913013,425,1
913013,424,1
913013,426,1
913013,423,1
913007,426,1
913007,425,1
913007,427,1
913000,424,1
912998,426,1
912997,424,1
912994,423,1
912992,425,1
912992,426,1
912989,423,2
912989,427,1
912989,426,1
912989,425,1
912989,424,1
912987,425,2
912987,424,2
912986,424,2
912986,425,2
912980,424,1
912980,425,1
912980,426,1
912980,427,1
912980,423,1
912979,424,1
912979,426,2
912972,425,1
912967,425,1
912965,424,2
912963,424,1
912963,425,1
912961,424,2
912961,426,1
912952,425,1
912940,424,1
912936,423,2
912936,425,2
912935,424,1
912935,425,1
912928,424,1
912924,424,1
912924,425,1
912921,424,1
912915,424,1
912915,426,1
912913,427,1
912911,424,1
912910,424,1
912910,425,1
912910,427,1
912908,424,1
912907,426,1
912905,424,1
912898,427,1
912895,423,1
912895,424,1
912893,424,1
912890,424,1
912890,426,1
912884,424,1
912880,424,1
912871,424,2
912870,426,1
912844,424,1
912842,424,1
912842,425,1
912840,425,1
912839,424,1
912835,424,6
912835,425,6
912834,425,1
912833,424,1
912830,425,1
912828,424,1
912828,426,1
912825,424,1
912822,426,2
912812,424,2
912812,427,2
912809,424,1
912804,426,2
912804,425,1
912802,424,1
912801,427,1
912801,425,1
912800,425,1
912789,426,2
912789,424,1
912789,427,1
912789,425,1
912787,425,3
912784,425,1
912783,426,2
912783,423,1
912782,424,1
912782,425,1
912782,426,1
912782,427,1
912782,423,1
912772,424,1
912772,425,1
912767,425,1
912765,425,1
912764,424,1
912763,424,1
912763,425,1
912763,426,1
912763,427,1
912754,425,1
912752,424,1
912752,425,1
912752,427,1
912744,424,3
912744,425,3
912744,423,1
912743,425,1
912743,424,1
912739,425,1
912736,423,1
912735,424,1
912734,424,1
912731,425,1
912731,424,1
912730,424,2
912727,424,1
912724,425,1
912719,425,2
912719,426,1
912719,423,1
912719,424,1
912715,424,1
912715,427,1
912710,425,1
912707,424,1
912702,424,2
912702,425,1
912702,423,1
912696,425,1
912691,424,1
912685,424,1
912682,426,1
912681,424,2
912681,425,2
912679,424,1
912679,425,1
912679,426,1
912673,425,1
912672,427,3
912672,425,2
912672,424,4
912671,425,1
912662,424,1
912660,424,2
912660,425,1
912657,426,2
912656,424,1
912656,425,1
912656,426,1
912656,423,1
912653,425,1
912653,424,1
912653,427,1
912651,425,1
912650,424,1
912650,425,1
912650,426,1
912646,424,1
912646,425,2
912646,426,1
912639,426,1
912634,427,1
912634,426,1
912634,425,1
912634,424,1
912626,425,1
912626,426,1
912626,424,1
912625,425,1
912625,426,2
912624,424,1
912624,426,1
912612,426,1
912612,424,1
912611,426,1
912611,425,1
912610,424,1
912610,425,1
912609,425,1
912609,424,1
912599,425,1
912599,426,1
912599,427,1
912598,424,1
912596,424,1
912595,425,2
912595,426,1
912595,427,1
912594,424,1
912593,426,2
912593,424,1
912592,425,2
912592,426,1
912590,423,1
912590,426,1
912588,424,1
912585,426,1
912584,427,1
912581,425,1
912580,424,2
912579,424,1
912579,426,1
912574,424,2
912571,424,1
912571,425,2
912571,426,1
912570,427,1
912561,425,1
912561,427,1
912560,424,1
912559,426,1
912556,425,1
912546,425,2
912541,423,1
912537,424,1
912536,426,1
912534,426,1
912534,427,1
912532,424,1
912532,425,1
912531,424,1
912526,425,1
912526,424,1
912526,426,1
912518,424,1
912518,426,1
912508,425,1
912506,424,1
912503,424,1
912503,425,1
912499,423,1
912496,424,1
912492,425,1
912492,424,1
912492,423,1
912489,426,1
912486,427,1
912485,425,1
912483,424,1
912482,424,1
912482,425,1
912482,423,2
912475,425,2
912475,427,1
912475,424,1
912473,427,1
912473,425,1
912470,423,2
912466,426,1
912466,425,1
912465,424,1
912465,426,1
912461,427,1
912461,423,1
912461,425,2
912461,426,1
912460,424,1
912458,425,1
912458,424,3
912454,426,3
912444,424,2
912444,426,1
912441,424,1
912441,426,1
912437,427,2
912437,424,1
912433,424,2
912423,426,1
912423,427,1
912423,425,2
912418,425,1
912417,423,1
912416,424,2
912412,425,2
912411,425,1
912408,424,1
912397,427,3
912395,425,1
912395,423,1
912395,424,1
912393,426,1
912387,424,1
912386,424,1
912382,425,1
912382,424,1
912380,424,3
912380,426,1
912380,427,1
912365,425,1
912365,423,1
912365,427,1
912365,426,1
912365,424,1
912364,424,1
912362,424,1
912362,425,2
912354,427,1
912345,424,1
912344,426,1
912342,425,1
912341,424,1
912327,426,1
912327,427,1
912326,425,1
912326,426,1
912324,424,1
912319,425,1
912317,427,1
912317,424,1
912315,425,2
912315,426,2
912315,427,1
912309,426,1
912304,424,2
912301,424,2
912301,426,1
912299,424,1
912299,425,1
912293,424,1
912292,424,1
912292,425,2
912292,426,1
912291,425,1
912291,426,2
912288,424,1
912288,425,2
912285,424,1
912285,425,1
912283,426,1
912283,425,1
912283,423,2
912278,424,2
912278,425,1
912278,423,1
912277,424,1
912277,425,1
912275,424,1
912268,426,1
912268,424,1
912266,424,1
912265,423,1
912264,425,1
912259,425,1
912258,424,1
912256,424,1
912256,425,2
912256,427,2
912254,424,2
912254,425,1
912253,424,1
912253,425,1
912252,425,1
912251,427,1
912244,424,1
912244,425,1
912244,426,2
912244,427,1
912240,424,1
912240,426,1
912240,425,2
912238,425,1
912238,424,4
912237,425,2
912236,424,2
912225,424,1
912223,426,1
912223,427,1
912223,425,1
912211,424,1
912197,426,1
912197,424,1
912196,425,1
912196,426,1
912196,424,1
912194,425,1
912193,424,1
912192,424,1
912185,424,1
912180,424,1
912180,425,1
912179,424,1
912179,425,1
912178,426,2
912178,424,2
912176,424,1
912176,425,1
912173,425,1
912171,425,1
912169,424,2
912169,425,1
912160,424,1
912160,425,2
912160,426,1
912152,424,1
